年	州	州略号	政党（簡略）	政党（詳細）	得票数	得票率（%）
2000	ケンタッキー	KY	その他	改革党	4152	0.27
2000	ケンタッキー	KY	リバタリアン党	リバタリアン党	2885	0.19
2000	ケンタッキー	KY	その他	自然法党	1513	0.10
2000	ケンタッキー	KY	その他	憲法党	915	0.06
2000	ケンタッキー	KY	その他		80	0.01
2000	ルイジアナ	LA	共和党	共和党	927871	52.55
2000	ルイジアナ	LA	民主党	民主党	792344	44.88
2000	ルイジアナ	LA	その他	緑の党	20473	1.16
2000	ルイジアナ	LA	その他	改革党	14356	0.81
2000	ルイジアナ	LA	その他	憲法党	5483	0.31
2000	ルイジアナ	LA	リバタリアン党	リバタリアン党	2951	0.17
2000	ルイジアナ	LA	その他	社会主義労働者党	1103	0.06
2000	ルイジアナ	LA	その他	自然法党	1075	0.06
2000	メイン	ME	民主党	民主党	319951	49.09
2000	メイン	ME	共和党	共和党	286616	43.97
2000	メイン	ME	その他	緑の党	37127	5.70
2000	メイン	ME	その他	改革党	4443	0.68
2000	メイン	ME	リバタリアン党	リバタリアン党	3074	0.47
2000	メイン	ME	その他	憲法党	579	0.09
2000	メイン	ME	その他		27	0.00
2000	メリーランド	MD	民主党	民主党	1144008	56.49
2000	メリーランド	MD	共和党	共和党	813827	40.18
2000	メリーランド	MD	その他	緑の党	53768	2.65
2000	メリーランド	MD	リバタリアン党	リバタリアン党	5310	0.26
2000	メリーランド	MD	その他	改革党	4248	0.21
2000	メリーランド	MD	その他		1656	0.08
2000	メリーランド	MD	その他		1477	0.07
2000	メリーランド	MD	その他	憲法党	918	0.05
2000	マサチューセッツ	MA	民主党	民主党	1616487	59.13
2000	マサチューセッツ	MA	共和党	共和党	878502	32.13
2000	マサチューセッツ	MA	その他	緑の党	173564	6.35
2000	マサチューセッツ	MA	その他		31022	1.13
2000	マサチューセッツ	MA	リバタリアン党	リバタリアン党	16366	0.60
2000	マサチューセッツ	MA	その他	改革党	11149	0.41
2000	マサチューセッツ	MA	その他		3990	0.15
2000	マサチューセッツ	MA	その他	無登録	2884	0.11
2000	ミシガン	MI	民主党	民主党	2170418	51.28
2000	ミシガン	MI	共和党	共和党	1953139	46.15
2000	ミシガン	MI	その他	緑の党	84165	1.99
2000	ミシガン	MI	リバタリアン党	リバタリアン党	16711	0.39
2000	ミシガン	MI	その他	米国納税者党	3791	0.09
2000	ミシガン	MI	その他	自然法党	2426	0.06
2000	ミシガン	MI	その他		1851	0.04
2000	ミネソタ	MN	民主党	民主農民労働党	1168266	47.91
2000	ミネソタ	MN	共和党	共和党	1109659	45.50
2000	ミネソタ	MN	その他	緑の党	126696	5.20
2000	ミネソタ	MN	その他	ミネソタ改革党	22166	0.91
2000	ミネソタ	MN	リバタリアン党	リバタリアン党	5282	0.22
2000	ミネソタ	MN	その他	憲法党	3272	0.13
2000	ミネソタ	MN	その他	改革党	2294	0.09
2000	ミネソタ	MN	その他	社会主義労働者党	1022	0.04
2000	ミネソタ	MN	その他		28	0.00
2000	ミシシッピ	MS	共和党	共和党	572844	57.62
2000	ミシシッピ	MS	民主党	民主党	404614	40.70
2000	ミシシッピ	MS	その他	無所属	8735	0.88
2000	ミシシッピ	MS	その他	憲法党	3267	0.33
2000	ミシシッピ	MS	その他	改革党	2265	0.23
2000	ミシシッピ	MS	リバタリアン党	リバタリアン党	2009	0.20
2000	ミシシッピ	MS	その他	自然法党	450	0.05
2000	ミズーリ	MO	共和党	共和党	1189924	50.42
2000	ミズーリ	MO	民主党	民主党	1111138	47.08
2000	ミズーリ	MO	その他	緑の党	38515	1.63
2000	ミズーリ	MO	その他	改革党	9818	0.42
2000	ミズーリ	MO	リバタリアン党	リバタリアン党	7436	0.32
2000	ミズーリ	MO	その他	憲法党	1957	0.08
2000	ミズーリ	MO	その他	自然法党	1104	0.05
2000	モンタナ	MT	共和党	共和党	240178	58.44
2000	モンタナ	MT	民主党	民主党	137126	33.37
2000	モンタナ	MT	その他	緑の党	24437	5.95
2000	モンタナ	MT	その他	改革党	5697	1.39
2000	モンタナ	MT	リバタリアン党	リバタリアン党	1718	0.42
2000	モンタナ	MT	その他	憲法党	1155	0.28
2000	モンタナ	MT	その他	自然法党	675	0.16
2000	ネブラスカ	NE	共和党	共和党	433862	62.25
2000	ネブラスカ	NE	民主党	民主党	231780	33.25
2000	ネブラスカ	NE	その他	緑の党	24540	3.52
2000	ネブラスカ	NE	その他	請願指名	4114	0.59
2000	ネブラスカ	NE	リバタリアン党	リバタリアン党	2245	0.32
2000	ネブラスカ	NE	その他	自然法党	478	0.07
2000	ネバダ	NV	共和党	共和党	301575	49.49
2000	ネバダ	NV	民主党	民主党	279978	45.94
2000	ネバダ	NV	その他	緑の党	15008	2.46
2000	ネバダ	NV	その他	市民第一党	4747	0.78
2000	ネバダ	NV	その他		3315	0.54
2000	ネバダ	NV	リバタリアン党	リバタリアン党	3311	0.54
2000	ネバダ	NV	その他	独立アメリカ党	621	0.10
2000	ネバダ	NV	その他	自然法党	415	0.07
2000	ネバダ	NV	その他		282	0.05
2000	ネバダ	NV	その他		174	0.03
2000	ニューハンプシャー	NH	共和党	共和党	273559	48.07
2000	ニューハンプシャー	NH	民主党	民主党	266348	46.80
2000	ニューハンプシャー	NH	その他	緑の党	22198	3.90
2000	ニューハンプシャー	NH	リバタリアン党	リバタリアン党	2757	0.48
2000	ニューハンプシャー	NH	その他	独立党	2615	0.46
2000	ニューハンプシャー	NH	その他		1276	0.22
2000	ニューハンプシャー	NH	その他	憲法党	328	0.06
2000	ニュージャージー	NJ	民主党	民主党	1788850	56.13
2000	ニュージャージー	NJ	共和党	共和党	1284173	40.29
2000	ニュージャージー	NJ	その他	無所属	114203	3.58
2000	ニューメキシコ	NM	民主党	民主党	286783	47.91
2000	ニューメキシコ	NM	共和党	共和党	286417	47.85
2000	ニューメキシコ	NM	その他	緑の党	21251	3.55
2000	ニューメキシコ	NM	リバタリアン党	リバタリアン党	2058	0.34
2000	ニューメキシコ	NM	その他	改革党	1392	0.23
2000	ニューメキシコ	NM	その他	自然法党	361	0.06
2000	ニューメキシコ	NM	その他	憲法党	343	0.06
2000	ニューヨーク	NY	民主党	民主党	3942215	56.64
2000	ニューヨーク	NY	共和党	共和党	2258577	32.45
2000	ニューヨーク	NY	その他	緑の党	244030	3.51
2000	ニューヨーク	NY	その他	保守党	144797	2.08
2000	ニューヨーク	NY	その他		138216	1.99
2000	ニューヨーク	NY	その他	働く家族党	88395	1.27
2000	ニューヨーク	NY	その他	自由党（リベラル）	77087	1.11
2000	ニューヨーク	NY	その他	生命権党	25175	0.36
2000	ニューヨーク	NY	その他	独立党	24361	0.35
2000	ニューヨーク	NY	リバタリアン党	リバタリアン党	7649	0.11
2000	ニューヨーク	NY	その他	改革党	6424	0.09
2000	ニューヨーク	NY	その他	社会主義労働者党	1789	0.03
2000	ニューヨーク	NY	その他	憲法党	1498	0.02
2000	ニューヨーク	NY	その他	社会党	2	0.00
2000	ノースカロライナ	NC	共和党	共和党	1631163	55.96
2000	ノースカロライナ	NC	民主党	民主党	1257692	43.15
2000	ノースカロライナ	NC	リバタリアン党	リバタリアン党	13891	0.48
2000	ノースカロライナ	NC	その他	改革党	8874	0.30
2000	ノースカロライナ	NC	その他	社会党	3370	0.12
2000	ノースダコタ	ND	共和党	共和党	174852	60.66
2000	ノースダコタ	ND	民主党	民主党	95284	33.06
2000	ノースダコタ	ND	その他	無所属	10459	3.63
2000	ノースダコタ	ND	その他	改革党	7288	2.53
2000	ノースダコタ	ND	その他	憲法党	373	0.13
2000	オハイオ	OH	共和党	共和党	2350363	49.99
2000	オハイオ	OH	民主党	民主党	2183628	46.44
2000	オハイオ	OH	その他		148353	3.16
2000	オハイオ	OH	リバタリアン党	リバタリアン党	13473	0.29
2000	オハイオ	OH	その他	自然法党	6181	0.13
2000	オクラホマ	OK	共和党	共和党	744337	60.31
2000	オクラホマ	OK	民主党	民主党	474276	38.43
2000	オクラホマ	OK	その他	改革党	9014	0.73
2000	オクラホマ	OK	リバタリアン党	リバタリアン党	6602	0.53
2000	オレゴン	OR	民主党	民主党	720342	46.96
2000	オレゴン	OR	共和党	共和党	713577	46.52
2000	オレゴン	OR	その他	緑の党	77357	5.04
2000	オレゴン	OR	リバタリアン党	リバタリアン党	7447	0.49
2000	オレゴン	OR	その他	無所属	7063	0.46
2000	オレゴン	OR	その他		3401	0.22
2000	オレゴン	OR	その他	改革党	2574	0.17
2000	オレゴン	OR	その他	憲法党	2189	0.14
2000	ペンシルベニア	PA	民主党	民主党	2485967	50.61
2000	ペンシルベニア	PA	共和党	共和党	2281127	46.44
2000	ペンシルベニア	PA	その他	緑の党	103392	2.10
2000	ペンシルベニア	PA	その他	改革党	16023	0.33
2000	ペンシルベニア	PA	その他	憲法党	14428	0.29
2000	ペンシルベニア	PA	リバタリアン党	リバタリアン党	11248	0.23
2000	ロードアイランド	RI	民主党	民主党	249508	60.99
2000	ロードアイランド	RI	共和党	共和党	130555	31.91
2000	ロードアイランド	RI	その他	緑の党	25052	6.12
2000	ロードアイランド	RI	その他	改革党	2273	0.56
2000	ロードアイランド	RI	リバタリアン党	リバタリアン党	742	0.18
2000	ロードアイランド	RI	その他		329	0.08
2000	ロードアイランド	RI	その他	自然法党	271	0.07
2000	ロードアイランド	RI	その他	労働者世界党	199	0.05
2000	ロードアイランド	RI	その他	憲法党	97	0.02
2000	ロードアイランド	RI	その他	社会党	52	0.01
2000	ロードアイランド	RI	その他	社会主義労働者党	34	0.01
2000	サウスカロライナ	SC	共和党	共和党	786892	56.86
2000	サウスカロライナ	SC	民主党	民主党	566037	40.90
2000	サウスカロライナ	SC	その他	統一市民党	20279	1.47
2000	サウスカロライナ	SC	リバタリアン党	リバタリアン党	4760	0.34
2000	サウスカロライナ	SC	その他	改革党	3309	0.24
2000	サウスカロライナ	SC	その他	憲法党	1682	0.12
2000	サウスカロライナ	SC	その他	自然法党	943	0.07
2000	サウスダコタ	SD	共和党	共和党	190700	60.30
2000	サウスダコタ	SD	民主党	民主党	118804	37.56
2000	サウスダコタ	SD	その他	改革党	3322	1.05
2000	サウスダコタ	SD	その他	無所属	1781	0.56
2000	サウスダコタ	SD	リバタリアン党	リバタリアン党	1662	0.53
2000	テネシー	TN	共和党	共和党	1061949	51.15
2000	テネシー	TN	民主党	民主党	981720	47.28
2000	テネシー	TN	その他	無所属	32084	1.55
2000	テネシー	TN	その他		428	0.02
2000	テキサス	TX	共和党	共和党	3799639	59.30
2000	テキサス	TX	民主党	民主党	2433746	37.98
2000	テキサス	TX	その他	緑の党	137994	2.15
2000	テキサス	TX	リバタリアン党	リバタリアン党	23160	0.36
2000	テキサス	TX	その他	無所属	12394	0.19
2000	テキサス	TX	その他		704	0.01
2000	ユタ	UT	共和党	共和党	515096	66.83
2000	ユタ	UT	民主党	民主党	203053	26.34
2000	ユタ	UT	その他	緑の党	35850	4.65
2000	ユタ	UT	その他	改革党	9319	1.21
2000	ユタ	UT	リバタリアン党	リバタリアン党	3616	0.47
2000	ユタ	UT	その他	独立アメリカ党	2709	0.35
2000	ユタ	UT	その他	自然法党	763	0.10
2000	ユタ	UT	その他	社会主義労働者党	186	0.02
2000	ユタ	UT	その他	無所属	161	0.02
2000	ユタ	UT	その他		1	0.00
2000	バーモント	VT	民主党	民主党	149022	50.63
2000	バーモント	VT	共和党	共和党	119775	40.70
2000	バーモント	VT	その他	進歩/緑の党	20374	6.92
2000	バーモント	VT	その他	改革党	2192	0.74
2000	バーモント	VT	その他	バーモント草の根党	1044	0.35
2000	バーモント	VT	リバタリアン党	リバタリアン党	784	0.27
2000	バーモント	VT	その他		514	0.17
2000	バーモント	VT	その他	自然法党	219	0.07
2000	バーモント	VT	その他	自由連合党	161	0.05
2000	バーモント	VT	その他	憲法党	153	0.05
2000	バーモント	VT	その他	社会主義労働者党	70	0.02
2000	バージニア	VA	共和党	共和党	1437490	52.47
2000	バージニア	VA	民主党	民主党	1217290	44.44
2000	バージニア	VA	その他	緑の党	59398	2.17
2000	バージニア	VA	リバタリアン党	リバタリアン党	15198	0.55
2000	バージニア	VA	その他	改革党	5455	0.20
2000	バージニア	VA	その他		2807	0.10
2000	バージニア	VA	その他	保守党	1809	0.07
2000	ワシントン	WA	民主党	民主党	1247652	50.16
2000	ワシントン	WA	共和党	共和党	1108864	44.58
2000	ワシントン	WA	その他	緑の党	103002	4.14
2000	ワシントン	WA	リバタリアン党	リバタリアン党	13135	0.53
2000	ワシントン	WA	その他	自由党	7171	0.29
2000	ワシントン	WA	その他	自然法党	2927	0.12
2000	ワシントン	WA	その他	憲法党	1989	0.08
2000	ワシントン	WA	その他	労働者世界党	1729	0.07
2000	ワシントン	WA	その他	社会党	660	0.03
2000	ワシントン	WA	その他	社会主義労働者党	304	0.01
2000	ウェストバージニア	WV	共和党	共和党	336475	51.92
2000	ウェストバージニア	WV	民主党	民主党	295497	45.59
2000	ウェストバージニア	WV	その他	緑の党	10680	1.65
2000	ウェストバージニア	WV	その他	改革党	3169	0.49
2000	ウェストバージニア	WV	リバタリアン党	リバタリアン党	1912	0.30
2000	ウェストバージニア	WV	その他	自然法党	367	0.06
2000	ウェストバージニア	WV	その他		24	0.00
2000	ウィスコンシン	WI	民主党	民主党	1242987	47.83
2000	ウィスコンシン	WI	共和党	共和党	1237279	47.61
2000	ウィスコンシン	WI	その他	緑の党	94070	3.62
2000	ウィスコンシン	WI	その他	無所属	13693	0.53
2000	ウィスコンシン	WI	リバタリアン党	リバタリアン党	6640	0.26
2000	ウィスコンシン	WI	その他	憲法党	2042	0.08
2000	ウィスコンシン	WI	その他		1896	0.07
2000	ワイオミング	WY	共和党	共和党	147947	69.22
2000	ワイオミング	WY	民主党	民主党	60481	28.30
2000	ワイオミング	WY	その他	改革党	2724	1.27
2000	ワイオミング	WY	リバタリアン党	リバタリアン党	1443	0.68
2000	ワイオミング	WY	その他	無所属	720	0.34
2000	ワイオミング	WY	その他	自然法党	411	0.19
2004	アラバマ	AL	共和党	共和党	1176394	62.46
2004	アラバマ	AL	民主党	民主党	693933	36.84
2004	アラバマ	AL	その他	無所属	12190	0.65
2004	アラバマ	AL	その他		898	0.05
2004	アラスカ	AK	共和党	共和党	190889	61.07
2004	アラスカ	AK	民主党	民主党	111025	35.52
2004	アラスカ	AK	その他	ポピュリスト党	5069	1.62
2004	アラスカ	AK	その他	アラスカ独立党	2092	0.67
2004	アラスカ	AK	リバタリアン党	リバタリアン党	1675	0.54
2004	アラスカ	AK	その他	緑の党	1058	0.34
2004	アラスカ	AK	その他		790	0.25
2004	アリゾナ	AZ	共和党	共和党	1104294	54.87
2004	アリゾナ	AZ	民主党	民主党	893524	44.40
2004	アリゾナ	AZ	リバタリアン党	リバタリアン党	11856	0.59
2004	アリゾナ	AZ	その他		2911	0.14
2004	アーカンソー	AR	共和党	共和党	572898	54.31
2004	アーカンソー	AR	民主党	民主党	469953	44.55
2004	アーカンソー	AR	その他	ポピュリスト党	6171	0.58
2004	アーカンソー	AR	リバタリアン党	リバタリアン党	2352	0.22
2004	アーカンソー	AR	その他	憲法党	2083	0.20
2004	アーカンソー	AR	その他	緑の党	1488	0.14
2004	カリフォルニア	CA	民主党	民主党	6745485	54.31
2004	カリフォルニア	CA	共和党	共和党	5509826	44.36
2004	カリフォルニア	CA	リバタリアン党	リバタリアン党	50165	0.40
2004	カリフォルニア	CA	その他	緑の党	40771	0.33
2004	カリフォルニア	CA	その他	平和と自由党	27607	0.22
2004	カリフォルニア	CA	その他	アメリカ独立党	26645	0.21
2004	カリフォルニア	CA	その他		20854	0.17
2004	コロラド	CO	共和党	共和党	1101255	51.71
2004	コロラド	CO	民主党	民主党	1001732	47.04
2004	コロラド	CO	その他	改革党	12718	0.60
2004	コロラド	CO	リバタリアン党	リバタリアン党	7664	0.36
2004	コロラド	CO	その他	アメリカ憲法党	2562	0.12
2004	コロラド	CO	その他	緑の党	1591	0.07
2004	コロラド	CO	その他	無所属	804	0.04
2004	コロラド	CO	その他	人民の懸念党	378	0.02
2004	コロラド	CO	その他	社会主義平等党	329	0.02
2004	コロラド	CO	その他	社会主義労働者党	241	0.01
2004	コロラド	CO	その他	社会党	216	0.01
2004	コロラド	CO	その他	禁酒党	140	0.01
2004	コネチカット	CT	民主党	民主党	857488	54.31
2004	コネチカット	CT	共和党	共和党	693826	43.95
2004	コネチカット	CT	その他	請願候補	12969	0.82
2004	コネチカット	CT	その他	緑の党	9564	0.61
2004	コネチカット	CT	リバタリアン党	リバタリアン党	3367	0.21
2004	コネチカット	CT	その他	憂慮する市民党	1543	0.10
2004	コネチカット	CT	その他	社会主義労働者党	12	0.00
2004	デラウェア	DE	民主党	民主党	200152	53.35
2004	デラウェア	DE	共和党	共和党	171660	45.75
2004	デラウェア	DE	その他	無所属	2153	0.57
2004	デラウェア	DE	リバタリアン党	リバタリアン党	586	0.16
2004	デラウェア	DE	その他	憲法党	289	0.08
2004	デラウェア	DE	その他	緑の党	250	0.07
2004	デラウェア	DE	その他	自然法党	100	0.03
2004	コロンビア特別区	DC	民主党	民主党	202970	89.18
2004	コロンビア特別区	DC	共和党	共和党	21256	9.34
2004	コロンビア特別区	DC	その他	無所属	1485	0.65
2004	コロンビア特別区	DC	その他	D.C.州昇格緑の党	737	0.32
2004	コロンビア特別区	DC	その他		506	0.22
2004	コロンビア特別区	DC	リバタリアン党	リバタリアン党	502	0.22
2004	コロンビア特別区	DC	その他	社会主義労働者党	130	0.06
2004	フロリダ	FL	共和党	共和党	3964522	52.10
2004	フロリダ	FL	民主党	民主党	3583544	47.09
2004	フロリダ	FL	その他	改革党	32971	0.43
2004	フロリダ	FL	リバタリアン党	リバタリアン党	11996	0.16
2004	フロリダ	FL	その他	フロリダ憲法党	6626	0.09
2004	フロリダ	FL	その他	緑の党	3917	0.05
2004	フロリダ	FL	その他	フロリダ社会党	3502	0.05
2004	フロリダ	FL	その他	社会主義労働者党	2732	0.04
2004	ジョージア	GA	共和党	共和党	1914254	57.97
2004	ジョージア	GA	民主党	民主党	1366149	41.37
2004	ジョージア	GA	リバタリアン党	リバタリアン党	18387	0.56
2004	ジョージア	GA	その他		3085	0.09
2004	ハワイ	HI	民主党	民主党	231708	54.01
2004	ハワイ	HI	共和党	共和党	194191	45.26
2004	ハワイ	HI	その他	緑の党	1737	0.40
2004	ハワイ	HI	リバタリアン党	リバタリアン党	1377	0.32
2004	アイダホ	ID	共和党	共和党	409235	68.39
2004	アイダホ	ID	民主党	民主党	181098	30.26
2004	アイダホ	ID	リバタリアン党	リバタリアン党	3844	0.64
2004	アイダホ	ID	その他	憲法党	3084	0.52
2004	アイダホ	ID	その他	無所属	1115	0.19
2004	イリノイ	IL	民主党	民主党	2891550	54.82
2004	イリノイ	IL	共和党	共和党	2345946	44.48
2004	イリノイ	IL	リバタリアン党	リバタリアン党	32442	0.62
2004	イリノイ	IL	その他		4384	0.08
2004	インディアナ	IN	共和党	共和党	1479438	59.94
2004	インディアナ	IN	民主党	民主党	969011	39.26
2004	インディアナ	IN	リバタリアン党	リバタリアン党	18058	0.73
2004	インディアナ	IN	その他		1495	0.06
2004	アイオワ	IA	共和党	共和党	751957	49.90
2004	アイオワ	IA	民主党	民主党	741898	49.23
2004	アイオワ	IA	その他		6149	0.41
2004	アイオワ	IA	リバタリアン党	リバタリアン党	2992	0.20
2004	アイオワ	IA	その他	憲法党	1304	0.09
2004	アイオワ	IA	その他	緑の党	1141	0.08
2004	アイオワ	IA	その他		1094	0.07
2004	アイオワ	IA	その他	社会主義労働者党	373	0.02
2004	カンザス	KS	共和党	共和党	736456	62.00
2004	カンザス	KS	民主党	民主党	434993	36.62
2004	カンザス	KS	その他	改革党	9348	0.79
2004	カンザス	KS	リバタリアン党	リバタリアン党	4013	0.34
2004	カンザス	KS	その他	無所属	2899	0.24
2004	カンザス	KS	その他		47	0.00
2004	ケンタッキー	KY	共和党	共和党	1069439	59.55
2004	ケンタッキー	KY	民主党	民主党	712733	39.69
2004	ケンタッキー	KY	その他	無所属	8856	0.49
2004	ケンタッキー	KY	リバタリアン党	リバタリアン党	2619	0.15
2004	ケンタッキー	KY	その他	憲法党	2213	0.12
2004	ケンタッキー	KY	その他		22	0.00
2004	ルイジアナ	LA	共和党	共和党	1102169	56.72
2004	ルイジアナ	LA	民主党	民主党	820299	42.22
2004	ルイジアナ	LA	その他	無所属	7032	0.36
2004	ルイジアナ	LA	その他	憲法党	5203	0.27
2004	ルイジアナ	LA	リバタリアン党	リバタリアン党	2781	0.14
2004	ルイジアナ	LA	その他	働く家族を守る党	1795	0.09
2004	ルイジアナ	LA	その他	禁酒党	1566	0.08
2004	ルイジアナ	LA	その他	緑の党	1276	0.07
2004	ルイジアナ	LA	その他	社会党	985	0.05
2004	メイン	ME	民主党	民主党	396842	53.57
2004	メイン	ME	共和党	共和党	330201	44.58
2004	メイン	ME	その他	無所属	8069	1.09
2004	メイン	ME	その他	緑の党	2936	0.40
2004	メイン	ME	リバタリアン党	リバタリアン党	1965	0.27
2004	メイン	ME	その他	憲法党	735	0.10
2004	メイン	ME	その他		4	0.00
2004	メリーランド	MD	民主党	民主党	1334493	55.97
2004	メリーランド	MD	共和党	共和党	1024703	42.98
2004	メリーランド	MD	その他	ポピュリスト党	11854	0.50
2004	メリーランド	MD	リバタリアン党	リバタリアン党	6094	0.26
2004	メリーランド	MD	その他	緑の党	3632	0.15
2004	メリーランド	MD	その他	憲法党	3421	0.14
2004	メリーランド	MD	その他	無所属	34	0.00
2004	メリーランド	MD	民主党	民主党	7	0.00
2004	マサチューセッツ	MA	民主党	民主党	1803800	61.62
2004	マサチューセッツ	MA	共和党	共和党	1071109	36.59
2004	マサチューセッツ	MA	その他		15067	0.51
2004	マサチューセッツ	MA	リバタリアン党	リバタリアン党	15022	0.51
2004	マサチューセッツ	MA	その他	緑・レインボー党	10623	0.36
2004	マサチューセッツ	MA	その他		7028	0.24
2004	マサチューセッツ	MA	その他	無所属	4806	0.16
2004	ミシガン	MI	民主党	民主党	2479183	51.23
2004	ミシガン	MI	共和党	共和党	2313746	47.81
2004	ミシガン	MI	その他	無所属	24035	0.50
2004	ミシガン	MI	リバタリアン党	リバタリアン党	10552	0.22
2004	ミシガン	MI	その他	緑の党	5325	0.11
2004	ミシガン	MI	その他	米国納税者党	4980	0.10
2004	ミシガン	MI	その他	自然法党	1431	0.03
2004	ミネソタ	MN	民主党	民主農民労働党	1445014	51.09
2004	ミネソタ	MN	共和党	共和党	1346695	47.61
2004	ミネソタ	MN	その他	ベターライフ党	18683	0.66
2004	ミネソタ	MN	リバタリアン党	リバタリアン党	4639	0.16
2004	ミネソタ	MN	その他	緑の党	4408	0.16
2004	ミネソタ	MN	その他	憲法党	3074	0.11
2004	ミネソタ	MN	その他		2532	0.09
2004	ミネソタ	MN	その他	キリスト教自由党	2387	0.08
2004	ミネソタ	MN	その他	社会主義平等党	539	0.02
2004	ミネソタ	MN	その他	社会主義労働者党	416	0.01
2004	ミシシッピ	MS	共和党	共和党	672660	59.01
2004	ミシシッピ	MS	民主党	民主党	457766	40.16
2004	ミシシッピ	MS	その他	改革党	3175	0.28
2004	ミシシッピ	MS	リバタリアン党	リバタリアン党	1793	0.16
2004	ミシシッピ	MS	その他	憲法党	1758	0.15
2004	ミシシッピ	MS	その他	無所属	1599	0.14
2004	ミシシッピ	MS	その他	緑の党	1073	0.09
2004	ミズーリ	MO	共和党	共和党	1455713	53.30
2004	ミズーリ	MO	民主党	民主党	1259171	46.10
2004	ミズーリ	MO	リバタリアン党	リバタリアン党	9831	0.36
2004	ミズーリ	MO	その他	憲法党	5355	0.20
2004	ミズーリ	MO	その他	無所属	1294	0.05
2004	モンタナ	MT	共和党	共和党	266063	59.07
2004	モンタナ	MT	民主党	民主党	173710	38.57
2004	モンタナ	MT	その他	無所属	6168	1.37
2004	モンタナ	MT	その他	憲法党	1764	0.39
2004	モンタナ	MT	リバタリアン党	リバタリアン党	1733	0.38
2004	モンタナ	MT	その他	緑の党	996	0.22
2004	ネブラスカ	NE	共和党	共和党	512814	65.90
2004	ネブラスカ	NE	民主党	民主党	254328	32.68
2004	ネブラスカ	NE	その他	改革党	5780	0.74
2004	ネブラスカ	NE	リバタリアン党	リバタリアン党	2041	0.26
2004	ネブラスカ	NE	その他	ネブラスカ党	1314	0.17
2004	ネブラスカ	NE	その他	緑の党	978	0.13
2004	ネブラスカ	NE	その他		931	0.12
2004	ネバダ	NV	共和党	共和党	418690	50.47
2004	ネバダ	NV	民主党	民主党	397190	47.88
2004	ネバダ	NV	その他	無所属	4838	0.58
2004	ネバダ	NV	その他		3688	0.44
2004	ネバダ	NV	リバタリアン党	リバタリアン党	3176	0.38
2004	ネバダ	NV	その他	独立アメリカ党	1152	0.14
2004	ネバダ	NV	その他	緑の党	853	0.10
2004	ニューハンプシャー	NH	民主党	民主党	340511	50.20
2004	ニューハンプシャー	NH	共和党	共和党	331237	48.83
2004	ニューハンプシャー	NH	その他	無所属	4479	0.66
2004	ニューハンプシャー	NH	その他		1095	0.16
2004	ニューハンプシャー	NH	その他		965	0.14
2004	ニュージャージー	NJ	民主党	民主党	1911430	52.92
2004	ニュージャージー	NJ	共和党	共和党	1670003	46.24
2004	ニュージャージー	NJ	その他	無所属	30258	0.84
2004	ニューメキシコ	NM	共和党	共和党	376930	49.84
2004	ニューメキシコ	NM	民主党	民主党	370942	49.05
2004	ニューメキシコ	NM	その他	無所属	4053	0.54
2004	ニューメキシコ	NM	リバタリアン党	リバタリアン党	2382	0.31
2004	ニューメキシコ	NM	その他	緑の党	1226	0.16
2004	ニューメキシコ	NM	その他	憲法党	771	0.10
2004	ニューヨーク	NY	民主党	民主党	4180755	56.13
2004	ニューヨーク	NY	共和党	共和党	2806993	37.69
2004	ニューヨーク	NY	その他	保守党	155574	2.09
2004	ニューヨーク	NY	その他	働く家族党	133525	1.79
2004	ニューヨーク	NY	その他	独立党	84247	1.13
2004	ニューヨーク	NY	その他		57230	0.77
2004	ニューヨーク	NY	その他	平和と正義党	15626	0.21
2004	ニューヨーク	NY	リバタリアン党	リバタリアン党	11607	0.16
2004	ニューヨーク	NY	その他	社会主義労働者党	2405	0.03
2004	ニューヨーク	NY	その他		304	0.00
2004	ノースカロライナ	NC	共和党	共和党	1961166	56.02
2004	ノースカロライナ	NC	民主党	民主党	1525849	43.58
2004	ノースカロライナ	NC	リバタリアン党	リバタリアン党	11731	0.34
2004	ノースカロライナ	NC	その他	無所属	2261	0.06
2004	ノースダコタ	ND	共和党	共和党	196651	62.86
2004	ノースダコタ	ND	民主党	民主党	111052	35.50
2004	ノースダコタ	ND	その他	無所属	3756	1.20
2004	ノースダコタ	ND	リバタリアン党	リバタリアン党	851	0.27
2004	ノースダコタ	ND	その他	憲法党	514	0.16
2004	ノースダコタ	ND	その他		9	0.00
2004	オハイオ	OH	共和党	共和党	2859764	50.81
2004	オハイオ	OH	民主党	民主党	2741165	48.71
2004	オハイオ	OH	その他		26616	0.47
2004	オハイオ	OH	その他		358	0.01
2004	オクラホマ	OK	共和党	共和党	959792	65.57
2004	オクラホマ	OK	民主党	民主党	503966	34.43
2004	オレゴン	OR	民主党	民主党	943163	51.35
2004	オレゴン	OR	共和党	共和党	866831	47.19
2004	オレゴン	OR	その他		8956	0.49
2004	オレゴン	OR	リバタリアン党	リバタリアン党	7260	0.40
2004	オレゴン	OR	その他	パシフィック・グリーン党	5315	0.29
2004	オレゴン	OR	その他	憲法党	5257	0.29
2004	ペンシルベニア	PA	民主党	民主党	2938095	50.92
2004	ペンシルベニア	PA	共和党	共和党	2793847	48.42
2004	ペンシルベニア	PA	リバタリアン党	リバタリアン党	21185	0.37
2004	ペンシルベニア	PA	その他	緑の党	6319	0.11
2004	ペンシルベニア	PA	その他	憲法党	6318	0.11
